Cultivar,Region,Region County,Lat,Long,Year,Sow Month,Ripe Time,Yield
Gladiator,Frisby on the Wreake,Leicestershire,52.7525,-0.9713,2005,1/10,300.0,11.88
Gladiator,Little Staughton,Bedfordshire,52.2504,-0.3821,2004,1/10,,9.82
Gladiator,Woolpit,Sufflk,52.2248,0.8879,2009,16/10,,8.75
Gladiator,Up Somborne,Hampshire,51.0884,-1.4321,2005,1/10,,11.42
Gladiator,Worksop,Notts.,53.3093,-1.1227,2003,1/10,307.0,10.55
Gladiator,Quidenham,Norfolk,52.4453,0.984,2005,1/10,,9.94
Gladiator,Rhynd,Perth & Kinross,56.3653,-3.3657,2005,1/10,332.0,10.72
Gladiator,Girton,Cambridgeshire,52.241,0.0814,2004,1/10,,8.13
Gladiator,WCharlt,Devon,50.2697,-3.7556,2009,2/10,,12.15
Gladiator,Holbeach,Lincs,52.804,0.0134,2008,14/10,,11.23
Gladiator,Coates,Gloucestershire,51.7058,-2.0325,2004,1/10,301.0,12.23
Gladiator,Quidenham,Norfolk,52.4453,0.984,2004,1/10,305.0,11.03
Gladiator,Baumber,Lincs,53.2523,-0.1713,2006,1/10,,10.1
Gladiator,Caythorpe,Lincolnshire,53.0216,-0.6046,2004,1/10,286.0,8.15
Gladiator,LStaugh,Beds,52.2504,-0.3821,2006,1/10,,12.43
Gladiator,Quham,Norfk,52.4453,0.984,2007,1/10,,9.03
Gladiator,Wimborne St Giles,Dorset,50.9071,-1.9552,2004,1/10,,10.32
Gladiator,Ccreevy,Down,53.79448,-6.076,2007,1/10,316.0,10.12
Gladiator,Perth,Prth&K,56.395,-3.4308,2007,1/10,,10.55
Gladiator,Framlingham,Suffolk,52.2221,1.3421,2003,1/10,,11.26
Gladiator,Canterbury,Kent,51.2802,1.0789,2003,1/10,310.0,12.24
Gladiator,WCharlt,Devon,50.2697,-3.7556,2008,2/10,,8.46
Gladiator,Welbourn,Lincs,53.0754,-0.5588,2009,29/9,315.0,13.22
Gladiator,UpSomb,Hants,51.0884,-1.4321,2007,1/10,312.0,10.38
Gladiator,Spalding,Lincolnshire,52.7901,-0.1537,2004,1/10,,11.56
Gladiator,Limavady,Lderry,55.0455,-6.9337,2006,1/10,319.67,11.75
Gladiator,Framling,Sufflk,52.2221,1.3421,2009,2/10,296.0,12.89
Gladiator,Histon,Cambs,52.2513,0.1185,2007,1/10,301.0,9.66
Gladiator,Little Staughton,Bedfordshire,52.2504,-0.3821,2005,1/10,,9.13
Gladiator,Frisby on the Wreake,Leicestershire,52.7525,-0.9713,2004,1/10,300.0,7.99
Gladiator,WCharlt,Devon,50.2697,-3.7556,2006,1/10,303.0,9.86
Gladiator,Framlingham,Suffolk,52.2221,1.3421,2004,1/10,,10.21
Gladiator,Rhynd,Prth&K,56.3653,-3.3657,2006,1/10,316.67,11.67
Gladiator,Limavady,Londonderry,55.0455,-6.9337,2003,1/10,314.0,9.95
Gladiator,Spalding,Lincs,52.7901,-0.1537,2007,1/10,292.0,9.37
Gladiator,Laurnkrk,Aberdn,56.8313,-2.4725,2008,16/10,329.0,10.15
Gladiator,Little Saxham,Suffolk,52.2421,0.6353,2004,1/10,,10.66
Gladiator,Bowsden,Northumberland,55.6729,-2.0135,2004,1/10,329.0,11.19
Gladiator,Girton,Cambs,52.241,0.0814,2009,29/9,299.0,8.74
Gladiator,Keysoe,Beds.,52.2517,-0.4249,2003,1/10,224.7,9.44
Gladiator,Rhynd,Perth and Kinross,56.3653,-3.3657,2004,1/10,,13.23
Gladiator,Framling,Sufflk,52.2221,1.3421,2007,1/10,,9.58
Gladiator,Fakenham,Norf.,52.8313,0.8493,2003,1/10,278.0,9.1
Gladiator,Lockerbie,Dumfries and Galloway,55.1222,-3.349,2004,1/10,327.0,10.48
Gladiator,Ragnal,Nottinghamshire,53.2556,-0.7963,2004,1/10,,10.56
Gladiator,Telford,Shrops,52.6784,-2.4453,2007,1/10,,10.28
Gladiator,Laurencekirk,Aberdeenshire,56.8313,-2.4725,2004,1/10,338.0,9.62
Gladiator,Bramham,West Yorkshire,53.8785,-1.3504,2004,1/10,328.0,9.32
Gladiator,Pottn,Aberdn,57.232,-2.0912,2007,1/10,352.0,10.1
Gladiator,Wye,Kent,51.1819,0.9379,2004,1/10,,11.59
Gladiator,Didbrook,Gloucs,51.982,-1.9244,2008,3/10,,11.7
Gladiator,Frisby,Leics,52.7525,-0.9713,2007,1/10,,8.53
Gladiator,Ragnall,Notts,53.2556,-0.7963,2006,1/10,300.33,9.13
Gladiator,Dunmow,Essex,51.8729,0.3578,2006,1/10,,12.04
Gladiator,Ottham,Eyorks,53.7998,-0.6401,2008,1/10,,11.66
Gladiator,Humbie,East Lothian,55.8551,-2.8648,2004,1/10,330.0,9.69
Gladiator,BuryStE,Sufflk,52.2429,0.7105,2006,1/10,,11.48
Gladiator,Hythe,Kent,51.0717,1.0819,2007,1/10,300.0,10.89
Gladiator,Limavad,Lderry,55.0455,-6.9337,2007,1/10,,10.53
Gladiator,Hythe,Kent,51.0717,1.0819,2009,27/9,302.0,12.79
Gladiator,Redwrth,Darltn,54.6054,-1.6293,2007,1/10,,10.58
Gladiator,Elgin,Moray,57.6495,-3.3185,2005,1/10,312.0,9.41
Gladiator,Lawrencekirk,Aberdeenshire,56.8313,-2.4725,2005,1/10,,10.82
Gladiator,Aberdeen,Aber.,57.1497,-2.0943,2003,1/10,326.7,9.36
Gladiator,YngsEnd,Essex,51.8468,0.523,2009,16/10,,8.95
Gladiator,Rudston,EYorks,54.0895,-0.3231,2009,10/10,302.0,10.0
Gladiator,Baumber,Lincs,53.2523,-0.1713,2009,21/10,,7.22
Gladiator,Elgin,Moray,57.6495,-3.3185,2003,1/10,317.3,9.51
Gladiator,TRawstn,Dorset,50.8575,-2.0897,2007,1/10,,8.06
Gladiator,Caythorpe,Lincolnshire,53.0216,-0.6046,2005,1/10,269.0,9.73
Gladiator,Haddington,East Lothian,55.9587,-2.7749,2003,1/10,311.3,8.68
Gladiator,Waterbeach,Cambridgeshire,52.2656,0.191,2005,1/10,292.0,9.05
Gladiator,Redwrth,Darltn,54.6054,-1.6293,2006,1/10,,9.91
Gladiator,Coniston,E Riding of Yorkshire,54.3432,-3.0716,2004,1/10,311.0,11.6
Gladiator,Errol,Prth&K,56.3919,-3.2127,2009,28/9,,8.89
Gladiator,Frisby,Leics,52.7525,-0.9713,2008,1/10,,11.28
Gladiator,Lillesdn,Somset,51.0091,-2.9924,2009,4/11,,4.5
Gladiator,Didbrook,Gloucs,51.982,-1.9244,2009,3/10,,9.39
Gladiator,Winchr,Hants,51.0598,-1.3101,2009,3/10,291.0,10.74
Gladiator,Whitsome,Scottish Borders,55.7484,-2.217,2005,1/10,324.0,10.28
Gladiator,Binbrook,NLincs,53.429,-0.1807,2008,1/10,322.0,11.84
Gladiator,Wolfertn,Norfk,52.8279,0.456,2009,9/10,,11.72
Gladiator,West Charleton,Devon,50.2697,-3.7556,2005,1/10,305.0,10.18
Gladiator,Elgin,Moray,57.6495,-3.3185,2004,1/10,,9.58
Gladiator,Morley,Nofk,52.5547,1.0396,2006,1/10,288.0,9.75
Gladiator,Hythe,Kent,51.0717,1.0819,2006,1/10,302.33,10.55
Gladiator,Cambridge,Cambs.,52.2053,0.1218,2003,1/10,,11.45
Gladiator,BuryStE,Sufflk,52.2429,0.7105,2008,1/10,291.0,8.28
Gladiator,Eyton upon the Weald Moors,Shropshire,52.73,-2.5191,2004,1/10,302.0,12.91
Gladiator,Beausale,Warwick,52.3342,-1.6477,2007,1/10,,9.14
Gladiator,Rudston,EYorks,54.0895,-0.3231,2006,1/10,,11.34
Gladiator,Cranwell,Lincs,53.036,-0.4677,2007,1/10,,8.46
Gladiator,Melton Mowbray,Leics,52.7664,-0.8871,2003,1/10,276.3,12.73
Gladiator,Croft,NYorks,54.4835,-1.5551,2009,2/10,321.0,11.11
Gladiator,Hythe,Kent,51.0717,1.0819,2008,27/9,306.0,11.89
Gladiator,Waterbeach,Cambs.,52.2656,0.191,2003,1/10,276.7,10.13
Gladiator,Wolferton,Norfolk,52.8279,0.456,2004,1/10,301.0,10.33
Gladiator,Winchr,Hants,51.0598,-1.3101,2008,3/10,,11.59
Gladiator,Wymondham,Norf.,52.5694,1.1153,2003,1/10,290.0,10.77
Gladiator,Didbrook,Gloucs,51.982,-1.9244,2007,1/10,,9.46
Gladiator,Barthorpe,North Yorkshire,54.0264,-0.8172,2005,1/10,320.0,10.53
Gladiator,Winchester,Hants.,51.0598,-1.3101,2003,1/10,299.0,11.98
Gladiator,Stowmarket,Suffolk,52.1889,0.9977,2005,1/10,,9.45
Gladiator,Ulceby,NLincs,53.618,-0.3306,2007,1/10,286.0,8.28
Gladiator,Dyce,Aberdn,57.2035,-2.1902,2009,9/10,329.0,10.75
Gladiator,Whitsome,Scottish Borders,55.7484,-2.217,2004,1/10,,12.0
Gladiator,Rudston,EYorks,54.0895,-0.3231,2007,1/10,316.0,7.77
Gladiator,Laurnkrk,Aberdn,56.8313,-2.4725,2006,1/10,328.0,10.95
Gladiator,Laurnkrk,Aberdn,56.8313,-2.4725,2007,1/10,327.0,8.6
Gladiator,TRawstn,Dorset,50.8575,-2.0897,2006,1/10,277.67,10.32
Gladiator,Baumber,Lincolnshire,53.2523,-0.1713,2005,1/10,,8.34
Gladiator,Frisby,Leics,52.7525,-0.9713,2006,1/10,295.67,11.09
Gladiator,Kingston,Devon,50.3078,-3.927,2003,1/10,301.0,8.71
Gladiator,Lockerbie,Dumfries and Galloway,55.1222,-3.349,2005,1/10,305.0,9.84
Gladiator,Didbrook,Gloucestershire,51.982,-1.9244,2005,1/10,295.0,9.38
Gladiator,Hemingby,Lincolnshire,53.2535,-0.1494,2004,1/10,,9.15
Gladiator,Sleaford,Lincs.,53.0003,-0.4096,2003,1/10,,7.82
Gladiator,Ragnall,Nottinghamshire,53.2556,-0.7963,2005,1/10,314.0,9.61
Gladiator,Humbie,Eloth,55.8551,-2.8648,2009,2/10,,10.54
Gladiator,Limavad,Lderry,55.0455,-6.9337,2008,1/10,,10.18
Gladiator,Ince Blundell,Merseyside,53.5239,-3.0258,2005,1/10,,8.63
Gladiator,Malton,N Yorks.,54.1368,-0.7979,2003,1/10,,12.65
Gladiator,Duggleby,North Yorkshire,54.0928,-0.6573,2004,1/10,,7.85
Gladiator,Beausale,Warwick,52.3342,-1.6477,2008,13/10,,8.78
Glasgow,WCharlt,Devon,50.2697,-3.7556,2006,1/10,303.0,9.64
Glasgow,Little Staughton,Bedfordshire,52.2504,-0.3821,2005,1/10,,9.86
Glasgow,Coniston,E Riding of Yorkshire,54.3432,-3.0716,2004,1/10,311.0,12.11
Glasgow,Quham,Norfk,52.4453,0.984,2007,1/10,,8.71
Glasgow,Bowsdn,Nrthum,55.6729,-2.0135,2008,1/10,314.0,10.77
Glasgow,Didbrook,Gloucs,51.982,-1.9244,2007,1/10,,9.59
Glasgow,Hemingby,Lincolnshire,53.2535,-0.1494,2004,1/10,,9.82
Glasgow,Hythe,Kent,51.0717,1.0819,2008,27/9,306.0,12.81
Glasgow,Quidenham,Norfolk,52.4453,0.984,2004,1/10,307.0,10.75
Glasgow,BuryStE,Sufflk,52.2429,0.7105,2008,1/10,292.0,8.95
Glasgow,Baumber,Lincs,53.2523,-0.1713,2006,1/10,,9.71
Glasgow,Holbeach,Lincs,52.804,0.0134,2008,14/10,,11.84
Glasgow,Framling,Sufflk,52.2221,1.3421,2008,2/10,,13.43
Glasgow,Framlingham,Suffolk,52.2221,1.3421,2004,1/10,,11.51
Glasgow,Hythe,Kent,51.0717,1.0819,2006,1/10,302.33,10.29
Glasgow,Wolfertn,Norfk,52.8279,0.456,2009,9/10,,13.24
Glasgow,Redwrth,Darltn,54.6054,-1.6293,2006,1/10,,9.86
Glasgow,Spalding,Lincs,52.7901,-0.1537,2007,1/10,295.0,9.78
Glasgow,Barnston,Essex,51.8533,0.3865,2007,1/10,,10.43
Glasgow,Dyce,Aberdn,57.2035,-2.1902,2009,9/10,330.0,10.71
Glasgow,Didbrook,Gloucestershire,51.982,-1.9244,2005,1/10,296.0,9.93
Glasgow,Framling,Sufflk,52.2221,1.3421,2009,2/10,294.0,13.08
Glasgow,Attlebro,Norfk,52.5181,1.0155,2006,1/10,,6.74
Glasgow,Histon,Cambs,52.2513,0.1185,2007,1/10,294.0,9.81
Glasgow,Elgin,Moray,57.6495,-3.3185,2004,1/10,,9.45
Glasgow,Morley,Nofk,52.5547,1.0396,2006,1/10,288.0,10.19
Glasgow,LStaugh,Beds,52.2504,-0.3821,2006,1/10,,12.98
Glasgow,Laurnkrk,Aberdn,56.8313,-2.4725,2008,16/10,332.0,9.58
Glasgow,Perth,Prth&K,56.395,-3.4308,2007,1/10,,10.8
Glasgow,WCharlt,Devon,50.2697,-3.7556,2009,2/10,,12.84
Glasgow,Bowsden,Northumberland,55.6729,-2.0135,2005,1/10,330.0,11.17
Glasgow,Hythe,Kent,51.0717,1.0819,2007,1/10,300.0,11.41
Glasgow,Wolferton,Norfolk,52.8279,0.456,2004,1/10,301.0,11.09
Glasgow,Frisby on the Wreake,Leicestershire,52.7525,-0.9713,2005,1/10,302.0,12.23
Glasgow,Wolfertn,Norfk,52.8279,0.456,2007,1/10,301.0,9.44
Glasgow,Spalding,Lincolnshire,52.7901,-0.1537,2004,1/10,,12.43
Glasgow,YngsEnd,Essex,51.8468,0.523,2009,16/10,,8.85
Glasgow,UpSomb,Hants,51.0884,-1.4321,2007,1/10,313.0,11.54
Glasgow,Spalding,Lincs,52.7901,-0.1537,2006,1/10,294.0,12.49
Glasgow,Little Staughton,Bedfordshire,52.2504,-0.3821,2004,1/10,,10.13
Glasgow,Framlingham,Suffolk,52.2221,1.3421,2005,1/10,282.0,11.62
Glasgow,Woolpit,Sufflk,52.2248,0.8879,2009,16/10,,9.77
Glasgow,Lockerbie,Dumfries and Galloway,55.1222,-3.349,2004,1/10,327.0,10.76
Glasgow,Up Somborne,Hampshire,51.0884,-1.4321,2005,1/10,,11.42
Glasgow,Limavady,Lderry,55.0455,-6.9337,2006,1/10,320.33,11.63
Glasgow,Framling,Sufflk,52.2221,1.3421,2007,1/10,,10.26
Glasgow,Winchr,Hants,51.0598,-1.3101,2008,3/10,,11.98
Glasgow,WCharlt,Devon,50.2697,-3.7556,2008,2/10,,9.8
Glasgow,Coates,Gloucestershire,51.7058,-2.0325,2004,1/10,301.0,12.29
Glasgow,Hythe,Kent,51.0717,1.0819,2009,27/9,299.0,13.1
Glasgow,Humbie,East Lothian,55.8551,-2.8648,2004,1/10,331.0,9.83
Glasgow,Frisby,Leics,52.7525,-0.9713,2006,1/10,293.67,11.29
Glasgow,Little Saxham,Suffolk,52.2421,0.6353,2004,1/10,,10.1
Glasgow,Rhynd,Perth and Kinross,56.3653,-3.3657,2004,1/10,,12.88
Glasgow,Welbourn,Lincs,53.0754,-0.5588,2009,29/9,319.0,13.0
Glasgow,Wolferton,Norfolk,52.8279,0.456,2005,1/10,301.0,10.66
Glasgow,TRawstn,Dorset,50.8575,-2.0897,2006,1/10,279.67,10.3
Glasgow,Didbrook,Gloucs,51.982,-1.9244,2008,3/10,,12.13
Glasgow,Quidenham,Norfolk,52.4453,0.984,2005,1/10,,11.16
Glasgow,Rhynd,Perth & Kinross,56.3653,-3.3657,2005,1/10,334.0,10.66
Glasgow,Whitsome,Scottish Borders,55.7484,-2.217,2005,1/10,324.0,9.74
Glasgow,Frisby,Leics,52.7525,-0.9713,2007,1/10,,8.81
Glasgow,Girton,Cambs,52.241,0.0814,2009,29/9,297.0,8.65
Glasgow,Ottham,Eyorks,53.7998,-0.6401,2008,1/10,,12.65
Glasgow,Girton,Cambridgeshire,52.241,0.0814,2004,1/10,,9.02
Glasgow,Bowsden,Northumberland,55.6729,-2.0135,2004,1/10,329.0,10.98
Glasgow,Laurnkrk,Aberdn,56.8313,-2.4725,2009,16/10,346.0,10.37
Glasgow,Pottn,Aberdn,57.232,-2.0912,2007,1/10,354.0,8.94
Glasgow,Wimborne St Giles,Dorset,50.9071,-1.9552,2004,1/10,,9.8
Glasgow,Headley Hall,North Yorkshire,53.8689,-1.32557,2005,1/10,295.0,8.22
Glasgow,Didbrook,Gloucs,51.982,-1.9244,2009,3/10,,10.41
Glasgow,Laurnkrk,Aberdn,56.8313,-2.4725,2006,1/10,324.67,11.37
Glasgow,Barthorpe,North Yorkshire,54.0264,-0.8172,2005,1/10,320.0,10.47
Glasgow,Bowsdn,Nrthum,55.6729,-2.0135,2007,1/10,319.0,8.91
Glasgow,Humbie,East Lothian,55.8551,-2.8648,2005,1/10,335.0,12.83
Glasgow,Dyce,Aberdn,57.2035,-2.1902,2008,9/10,338.0,13.15
Glasgow,DownP,Down,54.3288,-5.7157,2008,1/10,,10.74
Glasgow,Croft,NYorks,54.4835,-1.5551,2009,2/10,321.0,11.5
Glasgow,Lymm,Ches,53.3817,-2.48,2008,1/10,,10.7
Glasgow,Elgin,Moray,57.6495,-3.3185,2005,1/10,311.0,8.89
Glasgow,Swindon,Wilts.,51.5558,-1.7797,2004,1/10,311.0,12.8
Glasgow,Lockbie,Dumfrs,55.1222,-3.349,2006,1/10,312.0,10.2
Glasgow,Barnston,Essex,51.8533,0.3865,2004,1/10,319.0,10.97
Glasgow,Rudston,EYorks,54.0895,-0.3231,2009,10/10,302.0,10.13
Glasgow,Eyton upon the Weald Moors,Shropshire,52.73,-2.5191,2004,1/10,303.0,12.92
Glasgow,Crambe,Nyorks,54.0746,-0.8814,2007,1/10,316.0,9.94
Glasgow,Lawrencekirk,Aberdeenshire,56.8313,-2.4725,2005,1/10,,11.03
Glasgow,Ragnal,Nottinghamshire,53.2556,-0.7963,2004,1/10,,10.97
Glasgow,Limavad,Lderry,55.0455,-6.9337,2007,1/10,,10.49
Glasgow,Telford,Shrops,52.6784,-2.4453,2006,1/10,305.0,10.48
Glasgow,Baumber,Lincs,53.2523,-0.1713,2009,21/10,,7.39
Glasgow,Baumber,Lincolnshire,53.2523,-0.1713,2005,1/10,,8.41
Glasgow,Humbie,Eloth,55.8551,-2.8648,2009,2/10,,11.24
Glasgow,Ragnall,Nottinghamshire,53.2556,-0.7963,2005,1/10,315.0,9.94
Glasgow,UpSomb,Hants,51.0884,-1.4321,2006,1/10,,12.26
Glasgow,Crambe,Nyorks,54.0746,-0.8814,2006,1/10,299.33,9.51
Glasgow,Ince Blundell,Merseyside,53.5239,-3.0258,2005,1/10,,8.66
Glasgow,Whitsome,Scottish Borders,55.7484,-2.217,2004,1/10,,11.79
Glasgow,Humbie,ELoth,55.8551,-2.8648,2006,1/10,316.33,12.43
Glasgow,Humbie,Eloth,55.8551,-2.8648,2008,2/10,336.0,12.31
Glasgow,Limavad,Lderry,55.0455,-6.9337,2008,1/10,,10.24
Glasgow,Wolfertn,Norfk,52.8279,0.456,2008,9/10,300.0,13.73
Glasgow,Telford,Shrops,52.6784,-2.4453,2007,1/10,,10.58
Glasgow,Caythorpe,Lincolnshire,53.0216,-0.6046,2004,1/10,287.0,7.68
Glasgow,Redwrth,Darltn,54.6054,-1.6293,2007,1/10,,10.24
Glasgow,Histon,Cambridgeshire,52.2513,0.1185,2005,1/10,289.0,11.48
Glasgow,TRawstn,Dorset,50.8575,-2.0897,2007,1/10,,8.1
Glasgow,Newchurch,Kent,51.0452,0.9316,2005,1/10,,12.6
Glasgow,Humbie,ELoth,55.8551,-2.8648,2007,1/10,336.0,8.55
Glasgow,Elgin,Moray,57.6495,-3.3185,2006,1/10,328.0,10.3
Glasgow,InceBld,Mersey,53.5239,-3.0258,2006,1/10,,11.94
Glasgow,Welbourn,Lincs,53.0754,-0.5588,2008,29/9,322.0,12.87
Glasgow,Lockerbie,Dumfries and Galloway,55.1222,-3.349,2005,1/10,309.0,9.19
Glasgow,Stowmarket,Suffolk,52.1889,0.9977,2005,1/10,,9.01
Glasgow,Laurnkrk,Aberdn,56.8313,-2.4725,2007,1/10,329.0,8.24
Glasgow,Rudston,EYorks,54.0895,-0.3231,2007,1/10,313.0,8.25
Glasgow,C'thorpe,Lincs,53.0216,-0.6046,2006,1/10,256.0,8.27
Glasgow,Up Somborne,Hampshire,51.0884,-1.4321,2004,1/10,,9.55
Glasgow,Bugthorpe,Nyorks,54.0116,-0.8236,2008,1/10,309.0,10.36
Glasgow,High Mowthorpe,North Yorkshire,54.1075,-0.6435,2005,1/10,,11.4
Glasgow,Frisby on the Wreake,Leicestershire,52.7525,-0.9713,2004,1/10,298.0,7.38
Glasgow,Ulceby,NLincs,53.618,-0.3306,2007,1/10,288.0,9.37
Glasgow,Beausale,Warwick,52.3342,-1.6477,2008,13/10,,8.93
Glasgow,Baumber,Lincs,53.2523,-0.1713,2008,21/10,,13.12
Glasgow,Telford,Shropshire,52.6784,-2.4453,2005,1/10,314.0,9.77
Glasgow,Attlebro,Norfk,52.5181,1.0155,2008,1/10,,13.28
Glasgow,Lillesdn,Somset,51.0091,-2.9924,2009,4/11,,3.93
Glasgow,Morley St Botolph,Norfolk,52.5547,1.0396,2004,1/10,,12.83
Glasgow,Beausale,Warwick,52.3342,-1.6477,2007,1/10,,9.6
Glasgow,Wolfertn,Norfk,52.8279,0.456,2006,1/10,286.0,10.19
Glasgow,Perth,Prth&K,56.395,-3.4308,2008,1/10,,10.8
Glasgow,West Charleton,Devon,50.2697,-3.7556,2005,1/10,306.0,10.31
Glasgow,Gedding,Sufflk,52.1854,0.8525,2007,1/10,,8.63
Glasgow,Errol,Prth&K,56.3919,-3.2127,2009,28/9,,8.99
Glasgow,Binbrook,NLincs,53.429,-0.1807,2008,1/10,323.0,11.9
Glasgow,Winchr,Hants,51.0598,-1.3101,2009,3/10,292.0,11.32
Glasgow,Holbeach,Lincs,52.804,0.0134,2009,14/10,282.0,13.66
Glasgow,Duggleby,North Yorkshire,54.0928,-0.6573,2004,1/10,,9.03
Glasgow,Kingsbridge,Devon,50.2839,-3.7775,2004,1/10,,11.78
Glasgow,Ccreevy,Down,53.79448,-6.076,2007,1/10,316.0,10.86
Glasgow,Frisby,Leics,52.7525,-0.9713,2008,1/10,,13.87
Glasgow,Histon,Cambs,52.2513,0.1185,2006,1/10,290.0,9.73
Glasgow,Rhynd,Prth&K,56.3653,-3.3657,2006,1/10,316.67,11.1
Glasgow,Rudston,EYorks,54.0895,-0.3231,2006,1/10,,11.05
Glasgow,Barnston,Essex,51.8533,0.3865,2005,1/10,281.0,13.31
Glasgow,Ulceby,NLincs,53.618,-0.3306,2009,9/10,292.0,9.81
Glasgow,Ragnall,Notts,53.2556,-0.7963,2006,1/10,301.0,10.17
Glasgow,Dunmow,Essex,51.8729,0.3578,2006,1/10,,12.54
Glasgow,Thwing,EYorks,54.1158,-0.3903,2008,1/10,,10.07
Glasgow,DownP,Down,54.3288,-5.7157,2007,1/10,,8.46
Glasgow,Spalding,Lincolnshire,52.7901,-0.1537,2005,1/10,,12.51
Glasgow,Caythorpe,Lincolnshire,53.0216,-0.6046,2005,1/10,270.0,9.92
Glasgow,Cranwell,Lincs,53.036,-0.4677,2007,1/10,,8.64
Glasgow,Beausale,Warwick,52.3342,-1.6477,2009,13/10,304.0,11.14
Glasgow,Middridge,Darltn,54.6309,-1.6145,2008,1/10,,9.95
Glasgow,Laurencekirk,Aberdeenshire,56.8313,-2.4725,2004,1/10,342.0,9.65
Glasgow,Framling,Sufflk,52.2221,1.3421,2006,1/10,297.33,12.68
Glasgow,Wye,Kent,51.1819,0.9379,2004,1/10,,11.21
Glasgow,Winterbourne Whitechurch,Dorset,50.8007,-2.2317,2005,1/10,,11.21
Glasgow,Bramham,West Yorkshire,53.8785,-1.3504,2004,1/10,326.0,10.25
Glasgow,Waterbeach,Cambridgeshire,52.2656,0.191,2005,1/10,292.0,9.4
Glasgow,BuryStE,Sufflk,52.2429,0.7105,2006,1/10,,10.62
Glasgow,Todngton,Gloucs,51.9485,-0.5324,2006,1/10,,11.67
Glasgow,Lymm,Ches,53.3817,-2.48,2007,1/10,,7.85
Glasgow,Hull,Eyorks,53.7676,-0.3274,2007,1/10,298.0,8.6
Glasgow,Bowsden,Nrthum,55.6729,-2.0135,2006,1/10,316.67,10.13
Gleam,Baumber,Lincs,53.2523,-0.1713,2017,27/10,,10.8
Gleam,East Malling,Kent,51.2885,0.4383,2017,12/10,272.0,10.41
Gleam,Brechin,Angus,56.7333,-2.6553,2017,28/9,339.0,8.11
Gleam,Thaxted,Essex,51.9533,0.3446,2017,8/10,273.0,11.25
Gleam,Balgonie,Fife,56.1843,-3.1244,2017,1/10,332.0,12.32
Gleam,Cawood,NYorks,53.8333,-1.1316,2017,30/9,,12.28
Gleam,Saltoun,ELoth,55.8976,-2.8646,2017,29/9,344.0,12.27
Gleam,Frsthrp,Lincs,53.244,-0.2114,2017,7/10,300.0,12.65
Gleam,North Dalton,EYorks,53.9571,-0.578,2017,4/10,318.0,13.33
Gleam,Croft,NYorks,54.4835,-1.5551,2017,24/9,324.0,13.6
Gleam,Bedfield,Sufflk,52.2532,1.2502,2017,28/9,,12.76
Gleam,Ickleton,Cambs,52.0707,0.1743,2017,13/10,282.0,7.28
Gleam,Frisby,Leics,52.7525,-0.9713,2017,5/10,,11.68
Gleam,Broughtn,Hants,53.1635,-2.9972,2017,11/10,,12.11
Gleam,Elgin,Moray,57.6495,-3.3185,2017,20/10,313.0,11.09
Gleam,Spalding,Lincs,52.7901,-0.1537,2017,7/10,289.0,13.07
Gleam,Deopham,Norfk,52.5593,1.0225,2017,27/9,304.0,12.07
Gleam,Burdon,Sundland,54.8568,-1.3988,2017,25/9,321.0,11.08
Gleam,Ulceby,Lincs,53.618,-0.3306,2017,26/10,284.0,11.88
Gleam,Limavad,Lderry,55.0455,-6.9337,2017,24/10,296.0,12.81
Gleam,Coates,Gloucs,51.7058,-2.0325,2017,14/10,,9.12
Gleam,Fridaythorpe,NYorks,54.0203,-0.6659,2017,4/10,320.0,10.03
Gleam,Cowbridge,Glamorgan,51.4621,-3.4496,2017,7/10,296.0,11.83
Gleam,Kelso,ScBord,55.6,-2.4322,2017,3/10,323.0,11.36
Gleam,Wolfertn,Norfk,52.8279,0.456,2017,7/10,,10.57
Gleam,Welbourn,Lincs,53.0754,-0.5588,2017,24/9,314.0,11.23
Gleam,Callow,Herefd,52.0051,-2.7385,2017,23/9,312.0,12.61
Gleam,Edgmond,Shrops,52.77,-2.4104,2017,12/10,291.0,9.22
Goldengun,Frisby,Leics,52.7525,-0.9713,2013,9/10,,11.91
Goldengun,Moulton,Lincs,52.2887,-0.8534,2013,12/10,302.0,10.42
Goldengun,Ickleton,Essex,52.0707,0.1743,2013,8/11,275.0,9.94
Goldengun,Alkerton,Oxon,52.0834,-1.4545,2013,9/10,323.0,9.66
Goldengun,Balgonie,Fife,56.1843,-3.1244,2013,15/10,318.0,9.66
Goldengun,Humbie,Eloth,55.8551,-2.8648,2013,6/10,,11.77
Goldengun,Stowmrkt,Sufflk,52.1889,0.9977,2013,17/10,299.0,9.97
Goldengun,StBosw,ScBord,55.5708,-2.6475,2013,9/10,320.0,9.36
Goldengun,Edgmond,Shrops,52.77,-2.4104,2013,26/10,302.0,9.56
Goldengun,Anstruth,Fife,56.223,-2.7005,2013,30/10,,6.77
Goldengun,Framling,Sufflk,52.2221,1.3421,2013,16/10,,10.65
Goldengun,Ellon,Aberdn,57.3646,-2.073,2013,10/10,327.0,7.42
Goldengun,WCharlt,Devon,50.2697,-3.7556,2013,19/10,,10.47
Goldengun,Croft,Teesside,54.4835,-1.5551,2013,6/10,,8.99
Goldengun,Luthermr,Aberdn,56.8063,-2.5565,2013,8/11,289.0,7.87
Goldengun,Hlegh,Ches,53.3537,-2.4508,2013,10/10,,11.71
Goldengun,Welbourn,Lincs,53.0754,-0.5588,2013,28/9,317.0,10.63
